LAMMPS Data File. atom_stye full by Mingda
32192 atoms
0 bonds
0 angles
0 dihedrals
0 impropers
2 atom types
0 bond types
0 angle types
0 dihedral types
0 improper types
-1.4280 1199.5794 xlo xhi
-0.2000 33.8320 ylo yhi
-10.0000 34.4518 zlo zhi

 Masses 

1 12.010700
2 12.010700

 Atoms # full

1 1 1 0.0000 0.0000 0.0000 0.0000
2 1 1 0.0000 -1.2280 0.7090 0.0000
3 1 1 0.0000 -1.2280 2.1270 0.0000
4 1 1 0.0000 0.0000 2.8360 0.0000
5 1 1 0.0000 2.4560 0.0000 0.0000
6 1 1 0.0000 1.2280 0.7090 0.0000
7 1 1 0.0000 1.2280 2.1270 0.0000
8 1 1 0.0000 2.4560 2.8360 0.0000
9 1 1 0.0000 4.9121 0.0000 0.0000
10 1 1 0.0000 3.6841 0.7090 0.0000
11 1 1 0.0000 3.6841 2.1270 0.0000
12 1 1 0.0000 4.9121 2.8360 0.0000
13 1 1 0.0000 7.3681 0.0000 0.0000
14 1 1 0.0000 6.1401 0.7090 0.0000
15 1 1 0.0000 6.1401 2.1270 0.0000
16 1 1 0.0000 7.3681 2.8360 0.0000
17 1 1 0.0000 9.8242 0.0000 0.0000
18 1 1 0.0000 8.5962 0.7090 0.0000
19 1 1 0.0000 8.5962 2.1270 0.0000
20 1 1 0.0000 9.8242 2.8360 0.0000
21 1 1 0.0000 12.2802 0.0000 0.0000
22 1 1 0.0000 11.0522 0.7090 0.0000
23 1 1 0.0000 11.0522 2.1270 0.0000
24 1 1 0.0000 12.2802 2.8360 0.0000
25 1 1 0.0000 14.7363 0.0000 0.0000
26 1 1 0.0000 13.5083 0.7090 0.0000
27 1 1 0.0000 13.5083 2.1270 0.0000
28 1 1 0.0000 14.7363 2.8360 0.0000
29 1 1 0.0000 17.1923 0.0000 0.0000
30 1 1 0.0000 15.9643 0.7090 0.0000
31 1 1 0.0000 15.9643 2.1270 0.0000
32 1 1 0.0000 17.1923 2.8360 0.0000
33 1 1 0.0000 19.6484 0.0000 0.0000
34 1 1 0.0000 18.4204 0.7090 0.0000
35 1 1 0.0000 18.4204 2.1270 0.0000
36 1 1 0.0000 19.6484 2.8360 0.0000
37 1 1 0.0000 22.1044 0.0000 0.0000
38 1 1 0.0000 20.8764 0.7090 0.0000
39 1 1 0.0000 20.8764 2.1270 0.0000
40 1 1 0.0000 22.1044 2.8360 0.0000
41 1 1 0.0000 24.5605 0.0000 0.0000
42 1 1 0.0000 23.3325 0.7090 0.0000
43 1 1 0.0000 23.3325 2.1270 0.0000
44 1 1 0.0000 24.5605 2.8360 0.0000
45 1 1 0.0000 27.0165 0.0000 0.0000
46 1 1 0.0000 25.7885 0.7090 0.0000
47 1 1 0.0000 25.7885 2.1270 0.0000
48 1 1 0.0000 27.0165 2.8360 0.0000
49 1 1 0.0000 29.4726 0.0000 0.0000
50 1 1 0.0000 28.2446 0.7090 0.0000
51 1 1 0.0000 28.2446 2.1270 0.0000
52 1 1 0.0000 29.4726 2.8360 0.0000
53 1 1 0.0000 31.9286 0.0000 0.0000
54 1 1 0.0000 30.7006 0.7090 0.0000
55 1 1 0.0000 30.7006 2.1270 0.0000
56 1 1 0.0000 31.9286 2.8360 0.0000
57 1 1 0.0000 34.3847 0.0000 0.0000
58 1 1 0.0000 33.1566 0.7090 0.0000
59 1 1 0.0000 33.1566 2.1270 0.0000
60 1 1 0.0000 34.3847 2.8360 0.0000
61 1 1 0.0000 36.8407 0.0000 0.0000
62 1 1 0.0000 35.6127 0.7090 0.0000
63 1 1 0.0000 35.6127 2.1270 0.0000
64 1 1 0.0000 36.8407 2.8360 0.0000
65 1 1 0.0000 39.2968 0.0000 0.0000
66 1 1 0.0000 38.0687 0.7090 0.0000
67 1 1 0.0000 38.0687 2.1270 0.0000
68 1 1 0.0000 39.2968 2.8360 0.0000
69 1 1 0.0000 41.7528 0.0000 0.0000
70 1 1 0.0000 40.5248 0.7090 0.0000
71 1 1 0.0000 40.5248 2.1270 0.0000
72 1 1 0.0000 41.7528 2.8360 0.0000
73 1 1 0.0000 44.2089 0.0000 0.0000
74 1 1 0.0000 42.9808 0.7090 0.0000
75 1 1 0.0000 42.9808 2.1270 0.0000
76 1 1 0.0000 44.2089 2.8360 0.0000
77 1 1 0.0000 46.6649 0.0000 0.0000
78 1 1 0.0000 45.4369 0.7090 0.0000
79 1 1 0.0000 45.4369 2.1270 0.0000
80 1 1 0.0000 46.6649 2.8360 0.0000
81 1 1 0.0000 49.1210 0.0000 0.0000
82 1 1 0.0000 47.8929 0.7090 0.0000
83 1 1 0.0000 47.8929 2.1270 0.0000
84 1 1 0.0000 49.1210 2.8360 0.0000
85 1 1 0.0000 51.5770 0.0000 0.0000
86 1 1 0.0000 50.3490 0.7090 0.0000
87 1 1 0.0000 50.3490 2.1270 0.0000
88 1 1 0.0000 51.5770 2.8360 0.0000
89 1 1 0.0000 54.0331 0.0000 0.0000
90 1 1 0.0000 52.8050 0.7090 0.0000
91 1 1 0.0000 52.8050 2.1270 0.0000
92 1 1 0.0000 54.0331 2.8360 0.0000
93 1 1 0.0000 56.4891 0.0000 0.0000
94 1 1 0.0000 55.2611 0.7090 0.0000
95 1 1 0.0000 55.2611 2.1270 0.0000
96 1 1 0.0000 56.4891 2.8360 0.0000
97 1 1 0.0000 58.9452 0.0000 0.0000
98 1 1 0.0000 57.7171 0.7090 0.0000
99 1 1 0.0000 57.7171 2.1270 0.0000
100 1 1 0.0000 58.9452 2.8360 0.0000
101 1 1 0.0000 61.4012 0.0000 0.0000
102 1 1 0.0000 60.1732 0.7090 0.0000
103 1 1 0.0000 60.1732 2.1270 0.0000
104 1 1 0.0000 61.4012 2.8360 0.0000
105 1 1 0.0000 63.8573 0.0000 0.0000
106 1 1 0.0000 62.6292 0.7090 0.0000
107 1 1 0.0000 62.6292 2.1270 0.0000
108 1 1 0.0000 63.8573 2.8360 0.0000
109 1 1 0.0000 66.3133 0.0000 0.0000
110 1 1 0.0000 65.0853 0.7090 0.0000
111 1 1 0.0000 65.0853 2.1270 0.0000
112 1 1 0.0000 66.3133 2.8360 0.0000
113 1 1 0.0000 68.7693 0.0000 0.0000
114 1 1 0.0000 67.5413 0.7090 0.0000
115 1 1 0.0000 67.5413 2.1270 0.0000
116 1 1 0.0000 68.7693 2.8360 0.0000
117 1 1 0.0000 71.2254 0.0000 0.0000
118 1 1 0.0000 69.9974 0.7090 0.0000
119 1 1 0.0000 69.9974 2.1270 0.0000
120 1 1 0.0000 71.2254 2.8360 0.0000
121 1 1 0.0000 73.6814 0.0000 0.0000
122 1 1 0.0000 72.4534 0.7090 0.0000
123 1 1 0.0000 72.4534 2.1270 0.0000
124 1 1 0.0000 73.6814 2.8360 0.0000
125 1 1 0.0000 76.1375 0.0000 0.0000
126 1 1 0.0000 74.9095 0.7090 0.0000
127 1 1 0.0000 74.9095 2.1270 0.0000
128 1 1 0.0000 76.1375 2.8360 0.0000
129 1 1 0.0000 78.5935 0.0000 0.0000
130 1 1 0.0000 77.3655 0.7090 0.0000
131 1 1 0.0000 77.3655 2.1270 0.0000
132 1 1 0.0000 78.5935 2.8360 0.0000
133 1 1 0.0000 81.0496 0.0000 0.0000
134 1 1 0.0000 79.8216 0.7090 0.0000
135 1 1 0.0000 79.8216 2.1270 0.0000
136 1 1 0.0000 81.0496 2.8360 0.0000
137 1 1 0.0000 83.5056 0.0000 0.0000
138 1 1 0.0000 82.2776 0.7090 0.0000
139 1 1 0.0000 82.2776 2.1270 0.0000
140 1 1 0.0000 83.5056 2.8360 0.0000
141 1 1 0.0000 85.9617 0.0000 0.0000
142 1 1 0.0000 84.7337 0.7090 0.0000
143 1 1 0.0000 84.7337 2.1270 0.0000
144 1 1 0.0000 85.9617 2.8360 0.0000
145 1 1 0.0000 88.4177 0.0000 0.0000
146 1 1 0.0000 87.1897 0.7090 0.0000
147 1 1 0.0000 87.1897 2.1270 0.0000
148 1 1 0.0000 88.4177 2.8360 0.0000
149 1 1 0.0000 90.8738 0.0000 0.0000
150 1 1 0.0000 89.6458 0.7090 0.0000
151 1 1 0.0000 89.6458 2.1270 0.0000
152 1 1 0.0000 90.8738 2.8360 0.0000
153 1 1 0.0000 93.3298 0.0000 0.0000
154 1 1 0.0000 92.1018 0.7090 0.0000
155 1 1 0.0000 92.1018 2.1270 0.0000
156 1 1 0.0000 93.3298 2.8360 0.0000
157 1 1 0.0000 95.7859 0.0000 0.0000
158 1 1 0.0000 94.5578 0.7090 0.0000
159 1 1 0.0000 94.5578 2.1270 0.0000
160 1 1 0.0000 95.7859 2.8360 0.0000
161 1 1 0.0000 98.2419 0.0000 0.0000
162 1 1 0.0000 97.0139 0.7090 0.0000
163 1 1 0.0000 97.0139 2.1270 0.0000
164 1 1 0.0000 98.2419 2.8360 0.0000
165 1 1 0.0000 100.6980 0.0000 0.0000
166 1 1 0.0000 99.4699 0.7090 0.0000
167 1 1 0.0000 99.4699 2.1270 0.0000
168 1 1 0.0000 100.6980 2.8360 0.0000
169 1 1 0.0000 103.1540 0.0000 0.0000
170 1 1 0.0000 101.9260 0.7090 0.0000
171 1 1 0.0000 101.9260 2.1270 0.0000
172 1 1 0.0000 103.1540 2.8360 0.0000
173 1 1 0.0000 105.6101 0.0000 0.0000
174 1 1 0.0000 104.3820 0.7090 0.0000
175 1 1 0.0000 104.3820 2.1270 0.0000
176 1 1 0.0000 105.6101 2.8360 0.0000
177 1 1 0.0000 108.0661 0.0000 0.0000
178 1 1 0.0000 106.8381 0.7090 0.0000
179 1 1 0.0000 106.8381 2.1270 0.0000
180 1 1 0.0000 108.0661 2.8360 0.0000
181 1 1 0.0000 110.5222 0.0000 0.0000
182 1 1 0.0000 109.2941 0.7090 0.0000
183 1 1 0.0000 109.2941 2.1270 0.0000
184 1 1 0.0000 110.5222 2.8360 0.0000
185 1 1 0.0000 112.9782 0.0000 0.0000
186 1 1 0.0000 111.7502 0.7090 0.0000
187 1 1 0.0000 111.7502 2.1270 0.0000
188 1 1 0.0000 112.9782 2.8360 0.0000
189 1 1 0.0000 115.4343 0.0000 0.0000
190 1 1 0.0000 114.2062 0.7090 0.0000
191 1 1 0.0000 114.2062 2.1270 0.0000
192 1 1 0.0000 115.4343 2.8360 0.0000
193 1 1 0.0000 117.8903 0.0000 0.0000
194 1 1 0.0000 116.6623 0.7090 0.0000
195 1 1 0.0000 116.6623 2.1270 0.0000
196 1 1 0.0000 117.8903 2.8360 0.0000
197 1 1 0.0000 120.3464 0.0000 0.0000
198 1 1 0.0000 119.1183 0.7090 0.0000
199 1 1 0.0000 119.1183 2.1270 0.0000
200 1 1 0.0000 120.3464 2.8360 0.0000
201 1 1 0.0000 122.8024 0.0000 0.0000
202 1 1 0.0000 121.5744 0.7090 0.0000
203 1 1 0.0000 121.5744 2.1270 0.0000
204 1 1 0.0000 122.8024 2.8360 0.0000
205 1 1 0.0000 125.2585 0.0000 0.0000
206 1 1 0.0000 124.0304 0.7090 0.0000
207 1 1 0.0000 124.0304 2.1270 0.0000
208 1 1 0.0000 125.2585 2.8360 0.0000
209 1 1 0.0000 127.7145 0.0000 0.0000
210 1 1 0.0000 126.4865 0.7090 0.0000
211 1 1 0.0000 126.4865 2.1270 0.0000
212 1 1 0.0000 127.7145 2.8360 0.0000
213 1 1 0.0000 130.1705 0.0000 0.0000
214 1 1 0.0000 128.9425 0.7090 0.0000
215 1 1 0.0000 128.9425 2.1270 0.0000
216 1 1 0.0000 130.1705 2.8360 0.0000
217 1 1 0.0000 132.6266 0.0000 0.0000
218 1 1 0.0000 131.3986 0.7090 0.0000
219 1 1 0.0000 131.3986 2.1270 0.0000
220 1 1 0.0000 132.6266 2.8360 0.0000
221 1 1 0.0000 135.0826 0.0000 0.0000
222 1 1 0.0000 133.8546 0.7090 0.0000
223 1 1 0.0000 133.8546 2.1270 0.0000
